,AUTH_Meditations 11,AUTH_Meditations 4,AUTH_Meditations 1,AUTH_Meditations 2,AUTH_Meditations 6,AUTH_Meditations 9,AUTH_Meditations 5,AUTH_Meditations 12,AUTH_Meditations 10,AUTH_Meditations 7,AUTH_Meditations 8,AUTH_Meditations 3,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
AUTH_Meditations 8,0.2737348523329179,0.6561817035558217,-0.6266067898059564,-0.6298054060057761,0.5273945347863569,0.6521270583938584,0.3405775042248392,0.2095889163243049,0.34706012879561005,0.7561186902326068,1.0,-0.8943971314661169,-0.09104560726438753,-0.12864603608321704,-0.0350059539232332,-0.26735152169370285,-0.46992304336448304,-0.8522256505717194,-0.45515484172136345,-0.5629686583005161,-0.7612376615696114,-0.3997417496393629,-0.5481867948978989,-0.6212010228886732,-0.7266039694828067
AUTH_Meditations 3,-0.07982246495410077,-0.6281216147798404,0.49030223720512295,0.5443337422265428,-0.3064418996542489,-0.6884521170963629,-0.472412098155815,-0.3090889849738128,-0.4377298414056307,-0.5706030680938546,-0.8943971314661169,1.0,-0.73367788482396,-0.8721550780302689,-0.755229899891031,-0.7502940210521177,-0.04866733632476194,-0.266953002442421,0.08387303016596427,-0.3564770596330585,-0.6189330618688564,-0.49561782266361104,0.01700996795283461,0.06311582167736741,-0.3431629618547794
1CO,-0.2965477320029424,-0.2138364442049695,-0.2771844282563448,-0.5540882488925694,-0.23495311821994153,-0.1888290034629188,-0.12960919841727256,-0.25323068599126247,-0.1956602541448194,-0.23399905208137456,-0.09104560726438753,-0.73367788482396,1.0,0.6738581995402322,0.9227192615156204,0.7735530800232662,-0.6616889089536852,-0.3431062417603698,-0.3842015291372359,-0.42715747248621283,0.13385096353442488,-0.42480068592586884,-0.11418506918324292,-0.36296046885604905,-0.13139899391705823
GAL,-0.2887415945295261,-0.390930794297446,-0.6399877927539528,-0.5160939340839462,-0.30077221226353634,-0.29376842263109393,-0.28290392212864973,-0.181197908202143,-0.329998988874918,-0.28838090194748794,-0.12864603608321704,-0.8721550780302689,0.6738581995402322,1.0,0.6545542517062067,0.5114956997369925,-0.27876510885151345,-0.5025238175601198,-0.20214616444065964,-0.5002999214370998,-0.12582751567183054,-0.23466876609566278,-0.035012308637879457,-0.3069082763206816,-0.5451526009406974
ROM,-0.2657151110339174,-0.26316715816609937,-0.27872717806848213,-0.5918892801871777,-0.16527586202605019,-0.17833656391186054,-0.16404654156649975,-0.2559240659981747,-0.20385757690215606,-0.18193026931116113,-0.0350059539232332,-0.755229899891031,0.9227192615156204,0.6545542517062067,1.0,0.8129706256466454,-0.6766873324399008,-0.2748645928609417,-0.5975802097247204,-0.335914752679297,0.2893309783769894,-0.1751157477918406,-0.374311216467124,-0.4631130492280331,0.06028017230846609
2CO,-0.5520432354463148,-0.5078256741189616,-0.19465915419457394,-0.7983230142759202,-0.14938103133945055,-0.494012822221924,-0.5051744893050428,-0.36764267134342615,-0.5177859472813637,-0.3858681145654621,-0.26735152169370285,-0.7502940210521177,0.7735530800232662,0.5114956997369925,0.8129706256466454,1.0,-0.5591887805147225,-0.2901752129156396,-0.6717991837990333,-0.06262264333991968,0.07872406441508388,-0.08876042001403595,-0.4433020200654913,-0.5093807950513842,0.128014948938924
PHM,-0.35615898055776435,-0.44922909363188535,-0.15339205667264916,-0.0704456663728034,-0.24986567554709063,-0.5148159501813803,-0.5402315366426075,0.05130361027023781,-0.47637997290722406,-0.39807712972855497,-0.46992304336448304,-0.04866733632476194,-0.6616889089536852,-0.27876510885151345,-0.6766873324399008,-0.5591887805147225,1.0,-0.2537417522812665,0.20683714501072362,0.2307098339358117,-0.26457312818121104,0.3601095207200902,-0.08071995407472136,-0.15752488608763146,-0.1580165310888481
PHP,-0.791623819985865,-0.8504437750900442,0.1647203597795022,-0.6492287149317476,-0.7062718597783264,-0.7439277391712825,-0.6072388483896918,-0.8282064775134811,-0.689900994921003,-0.8156820736805152,-0.8522256505717194,-0.266953002442421,-0.3431062417603698,-0.5025238175601198,-0.2748645928609417,-0.2901752129156396,-0.2537417522812665,1.0,0.09261963416331508,0.1528430113378137,0.23135790337848722,-0.2254700513601876,0.23849973639059177,0.5826036934911142,0.39147250323416977
TIT,-0.2494364290708555,-0.26979428222838797,0.007671838107694098,0.036696696078401723,-0.4151770178094342,-0.31982324227666137,-0.16152628239163977,-0.42816863179089054,-0.27527457845401276,-0.4399571031570356,-0.45515484172136345,0.08387303016596427,-0.3842015291372359,-0.20214616444065964,-0.5975802097247204,-0.6717991837990333,0.20683714501072362,0.09261963416331508,1.0,-0.36044933476621915,-0.41970358615485204,-0.3104940938431441,0.799693203914483,0.783856525790797,-0.5648739120323152
COL,-0.6991129366809471,-0.6910491565365663,0.13814363898762097,-0.7427174211840687,-0.21073723224180807,-0.7379631991084658,-0.8453214852349171,-0.21047447330221064,-0.804874176179852,-0.5180709435176761,-0.5629686583005161,-0.3564770596330585,-0.42715747248621283,-0.5002999214370998,-0.335914752679297,-0.06262264333991968,0.2307098339358117,0.1528430113378137,-0.36044933476621915,1.0,-0.044981479771940655,0.3393378876123431,-0.3905480169322034,-0.3423920985365694,0.599818628813871
1TH,-0.8254448501933159,-0.8749721754404006,-0.018318842353347038,-0.7066126249319933,-0.619249987393577,-0.8507878743594248,-0.7587569597870337,-0.6054976789515903,-0.8059214623873961,-0.8491446258835752,-0.7612376615696114,-0.6189330618688564,0.13385096353442488,-0.12582751567183054,0.2893309783769894,0.07872406441508388,-0.26457312818121104,0.23135790337848722,-0.41970358615485204,-0.044981479771940655,1.0,0.2746988984745121,-0.4935257316962557,-0.24930741096903253,0.5396600120264794
2TH,-0.425365096676618,-0.6530743172925655,-0.05929329271995988,-0.5658727359661752,-0.24947663186441463,-0.694048427900817,-0.7517664178373309,-0.24969181098643642,-0.7604363161408589,-0.5408152769447163,-0.3997417496393629,-0.49561782266361104,-0.42480068592586884,-0.23466876609566278,-0.1751157477918406,-0.08876042001403595,0.3601095207200902,-0.2254700513601876,-0.3104940938431441,0.3393378876123431,0.2746988984745121,1.0,-0.6095639533683539,-0.3424737404176773,0.20693343263453906
1TI,-0.2463842464279233,-0.27814885482014934,-0.029721582140955466,-0.09911716684583728,-0.6782102534424088,-0.3098778238406803,-0.061896657028149005,-0.5736693538269659,-0.2344505854175348,-0.5467515358249032,-0.5481867948978989,0.01700996795283461,-0.11418506918324292,-0.035012308637879457,-0.374311216467124,-0.4433020200654913,-0.08071995407472136,0.23849973639059177,0.799693203914483,-0.3905480169322034,-0.4935257316962557,-0.6095639533683539,1.0,0.7873300393159064,-0.5424060630263929
2TI,-0.40226580147594265,-0.4891101450475683,0.15335993567662734,-0.21718681913206064,-0.5922115435994917,-0.4350683484679521,-0.22970128558161834,-0.8121233805249873,-0.37231411679712073,-0.6082633478044782,-0.6212010228886732,0.06311582167736741,-0.36296046885604905,-0.3069082763206816,-0.4631130492280331,-0.5093807950513842,-0.15752488608763146,0.5826036934911142,0.783856525790797,-0.3423920985365694,-0.24930741096903253,-0.3424737404176773,0.7873300393159064,1.0,-0.2932352137119031
EPH,-0.8709986597157615,-0.7976345272420826,0.25108786775398645,-0.7645093657010463,-0.3550314046775122,-0.799340010339131,-0.7870171567775838,-0.5245081347760043,-0.7562720298001113,-0.6811175368298943,-0.7266039694828067,-0.3431629618547794,-0.13139899391705823,-0.5451526009406974,0.06028017230846609,0.128014948938924,-0.1580165310888481,0.39147250323416977,-0.5648739120323152,0.599818628813871,0.5396600120264794,0.20693343263453906,-0.5424060630263929,-0.2932352137119031,1.0
