,AUTH_Meditations 11,AUTH_Meditations 4,AUTH_Meditations 1,AUTH_Meditations 2,AUTH_Meditations 6,AUTH_Meditations 9,AUTH_Meditations 5,AUTH_Meditations 12,AUTH_Meditations 10,AUTH_Meditations 7,AUTH_Meditations 8,AUTH_Meditations 3,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
AUTH_Meditations 8,0.27373485233291434,0.6561817035558236,-0.626606789805956,-0.6298054060057755,0.5273945347863573,0.6521270583938602,0.3405775042248415,0.20958891632430632,0.34706012879560927,0.7561186902326084,1.0,-0.8943971314661194,-0.0910456072643862,-0.12864603608321595,-0.03500595392323167,-0.26735152169370147,-0.4699230433644837,-0.8522256505717186,-0.455154841721365,-0.5629686583005158,-0.7612376615696098,-0.399741749639363,-0.5481867948979002,-0.621201022888675,-0.7266039694828058
AUTH_Meditations 3,-0.07982246495410003,-0.6281216147798467,0.49030223720512467,0.5443337422265437,-0.3064418996542531,-0.6884521170963682,-0.47241209815581753,-0.30908898497381276,-0.43772984140562743,-0.5706030680938617,-0.8943971314661194,1.0,-0.7336778848239598,-0.872155078030269,-0.7552298998910305,-0.7502940210521176,-0.04866733632476282,-0.26695300244242115,0.08387303016596347,-0.3564770596330588,-0.6189330618688561,-0.4956178226636119,0.017009967952833858,0.06311582167736615,-0.34316296185477957
1CO,-0.2965477320029421,-0.2138364442049678,-0.27718442825634443,-0.5540882488925684,-0.2349531182199406,-0.18882900346291712,-0.12960919841727106,-0.25323068599126125,-0.1956602541448188,-0.23399905208137334,-0.0910456072643862,-0.7336778848239598,1.0,0.6738581995402317,0.9227192615156203,0.7735530800232661,-0.661688908953685,-0.3431062417603718,-0.3842015291372359,-0.4271574724862136,0.133850963534423,-0.4248006859258693,-0.11418506918324359,-0.3629604688560492,-0.13139899391705911
GAL,-0.288741594529526,-0.39093079429744493,-0.639987792753952,-0.5160939340839458,-0.30077221226353573,-0.2937684226310927,-0.2829039221286484,-0.18119790820214202,-0.3299989888749173,-0.28838090194748706,-0.12864603608321595,-0.872155078030269,0.6738581995402317,1.0,0.6545542517062064,0.511495699736992,-0.27876510885151295,-0.502523817560121,-0.202146164440659,-0.5002999214371002,-0.12582751567183245,-0.23466876609566298,-0.03501230863787931,-0.3069082763206812,-0.5451526009406985
ROM,-0.26571511103391693,-0.2631671581660975,-0.27872717806848185,-0.5918892801871766,-0.16527586202604916,-0.17833656391185862,-0.164046541566498,-0.2559240659981733,-0.20385757690215528,-0.1819302693111596,-0.03500595392323167,-0.7552298998910305,0.9227192615156203,0.6545542517062064,1.0,0.8129706256466448,-0.6766873324399006,-0.2748645928609441,-0.5975802097247205,-0.335914752679298,0.2893309783769874,-0.1751157477918411,-0.3743112164671246,-0.4631130492280334,0.06028017230846514
2CO,-0.5520432354463145,-0.5078256741189598,-0.19465915419457372,-0.7983230142759195,-0.14938103133944966,-0.4940128222219222,-0.5051744893050412,-0.3676426713434248,-0.5177859472813631,-0.3858681145654608,-0.26735152169370147,-0.7502940210521176,0.7735530800232661,0.511495699736992,0.8129706256466448,1.0,-0.5591887805147224,-0.2901752129156423,-0.6717991837990331,-0.06262264333992044,0.07872406441508095,-0.08876042001403645,-0.4433020200654915,-0.5093807950513843,0.128014948938923
PHM,-0.356158980557765,-0.4492290936318865,-0.15339205667264957,-0.07044566637280408,-0.2498656755470914,-0.5148159501813815,-0.5402315366426083,0.05130361027023747,-0.4763799729072245,-0.39807712972855613,-0.4699230433644837,-0.04866733632476282,-0.661688908953685,-0.27876510885151295,-0.6766873324399006,-0.5591887805147224,1.0,-0.2537417522812655,0.2068371450107241,0.23070983393581218,-0.26457312818121026,0.3601095207200904,-0.08071995407472056,-0.15752488608763096,-0.1580165310888479
PHP,-0.7916238199858648,-0.8504437750900435,0.16472035977950206,-0.6492287149317474,-0.7062718597783262,-0.7439277391712817,-0.6072388483896909,-0.8282064775134803,-0.6899009949210025,-0.8156820736805148,-0.8522256505717186,-0.26695300244242115,-0.3431062417603718,-0.502523817560121,-0.2748645928609441,-0.2901752129156423,-0.2537417522812655,1.0,0.09261963416331676,0.15284301133781342,0.2313579033784857,-0.22547005136018752,0.2384997363905929,0.5826036934911156,0.3914725032341691
TIT,-0.24943642907085634,-0.26979428222838975,0.007671838107693709,0.03669669607840076,-0.41517701780943556,-0.3198232422766632,-0.16152628239164116,-0.42816863179089176,-0.2752745784540136,-0.43995710315703734,-0.455154841721365,0.08387303016596347,-0.3842015291372359,-0.202146164440659,-0.5975802097247205,-0.6717991837990331,0.2068371450107241,0.09261963416331676,1.0,-0.3604493347662181,-0.41970358615485087,-0.3104940938431432,0.7996932039144835,0.7838565257907972,-0.5648739120323147
COL,-0.6991129366809472,-0.6910491565365661,0.13814363898762083,-0.7427174211840687,-0.21073723224180804,-0.7379631991084654,-0.8453214852349167,-0.21047447330221045,-0.8048741761798519,-0.5180709435176761,-0.5629686583005158,-0.3564770596330588,-0.4271574724862136,-0.5002999214371002,-0.335914752679298,-0.06262264333992044,0.23070983393581218,0.15284301133781342,-0.3604493347662181,1.0,-0.044981479771941495,0.33933788761234324,-0.3905480169322026,-0.34239209853656866,0.599818628813871
1TH,-0.8254448501933151,-0.8749721754403992,-0.018318842353346926,-0.7066126249319925,-0.619249987393576,-0.850787874359423,-0.758756959787032,-0.6054976789515889,-0.8059214623873951,-0.8491446258835741,-0.7612376615696098,-0.6189330618688561,0.133850963534423,-0.12582751567183245,0.2893309783769874,0.07872406441508095,-0.26457312818121026,0.2313579033784857,-0.41970358615485087,-0.044981479771941495,1.0,0.27469889847451257,-0.4935257316962556,-0.24930741096903156,0.5396600120264792
2TH,-0.4253650966766185,-0.653074317292566,-0.05929329271996,-0.5658727359661756,-0.24947663186441485,-0.6940484279008172,-0.7517664178373308,-0.24969181098643642,-0.7604363161408592,-0.5408152769447169,-0.399741749639363,-0.4956178226636119,-0.4248006859258693,-0.23466876609566298,-0.1751157477918411,-0.08876042001403645,0.3601095207200904,-0.22547005136018752,-0.3104940938431432,0.33933788761234324,0.27469889847451257,1.0,-0.6095639533683529,-0.34247374041767664,0.2069334326345391
1TI,-0.246384246427924,-0.2781488548201506,-0.029721582140955737,-0.09911716684583807,-0.6782102534424103,-0.3098778238406815,-0.061896657028149886,-0.5736693538269669,-0.23445058541753555,-0.5467515358249048,-0.5481867948979002,0.017009967952833858,-0.11418506918324359,-0.03501230863787931,-0.3743112164671246,-0.4433020200654915,-0.08071995407472056,0.2384997363905929,0.7996932039144835,-0.3905480169322026,-0.4935257316962556,-0.6095639533683529,1.0,0.7873300393159067,-0.5424060630263927
2TI,-0.40226580147594415,-0.4891101450475702,0.15335993567662698,-0.21718681913206198,-0.5922115435994934,-0.43506834846795395,-0.22970128558161962,-0.8121233805249888,-0.3723141167971219,-0.6082633478044802,-0.621201022888675,0.06311582167736615,-0.3629604688560492,-0.3069082763206812,-0.4631130492280334,-0.5093807950513843,-0.15752488608763096,0.5826036934911156,0.7838565257907972,-0.34239209853656866,-0.24930741096903156,-0.34247374041767664,0.7873300393159067,1.0,-0.29323521371190275
EPH,-0.8709986597157614,-0.7976345272420817,0.2510878677539862,-0.7645093657010459,-0.3550314046775118,-0.7993400103391297,-0.7870171567775824,-0.5245081347760034,-0.7562720298001108,-0.6811175368298935,-0.7266039694828058,-0.34316296185477957,-0.13139899391705911,-0.5451526009406985,0.06028017230846514,0.128014948938923,-0.1580165310888479,0.3914725032341691,-0.5648739120323147,0.599818628813871,0.5396600120264792,0.2069334326345391,-0.5424060630263927,-0.29323521371190275,1.0
