,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE
1TI,-0.08831790539999507,-0.25263170596899504,-0.41631195844617275,-0.775685776647795,-0.45731537373660947,0.05064156032014888,0.7575167902587252,-0.43469637635432873,-0.5471968788134511,-0.6234066604556446,1.0,0.8147605841526682,-0.38370354672795487,-0.0457656210177375,0.5083057227162316,0.6480900174314616,0.3676965295751629,0.12927521977765752,0.23753898447279043,0.7210993347260322,0.4026647433120762,0.5565769207240585,0.4772338554999114,0.3092003218375182,0.6791779074235413,-0.01536709806425894,-0.22629967610183532
2TI,-0.163092030071934,-0.3656391190690347,-0.47156676674396747,-0.6418387794807161,-0.33549095517794986,0.17644317426354525,0.711813370470956,-0.37509743126665235,-0.38443679928397256,-0.41803037461070913,0.8147605841526682,1.0,-0.2642851401783888,-0.1118340796934852,0.4880282756958435,0.7874104867809051,0.23105416946992097,0.03924880130772718,0.31141058947185324,0.735329692272403,0.2669832646652137,0.556950079673469,0.31460893042109617,0.1625444997553447,0.4716872636564452,-0.29031635323617705,-0.047410975752860275
EPH,-0.5145188793546055,-0.40779378377009057,-0.2730408640316153,0.49040041041479565,0.6575138268790311,0.6273427070576921,-0.5284185526863692,0.7947872468347156,0.7695062965364745,0.4608947252217684,-0.38370354672795487,-0.2642851401783888,1.0,-0.5010434946677047,-0.5890360966508899,-0.08226137861675525,-0.6425689714480189,-0.6576032942965856,0.3823986528537841,-0.2331697951698567,-0.6938508756706474,-0.5580168979614545,-0.7160055337418905,-0.18917211425165628,-0.5206738358524138,-0.4818115091198496,0.5938206433479756
MRK,0.8338273530628387,0.5481076201507283,0.6895582453571978,0.1641027336604742,-0.7097737898258505,-0.7113332220209905,0.25720757798551824,-0.46219788247381466,-0.5061045596412868,-0.3216106594429721,-0.0457656210177375,-0.1118340796934852,-0.5010434946677047,1.0,0.5703082388429804,-0.37526479355455133,0.7187874437274662,0.8753803242470035,-0.6328696416003508,-0.01732683676840094,0.7334595865839332,-0.03221957548414805,0.5299131696351299,-0.4031324969459928,0.2632275899938443,0.0911076101140323,-0.6503900555796538
ACT,0.42638738930400055,0.09971010784307144,0.149128255352388,-0.38825662274438966,-0.7993396277436633,-0.5601176946569956,0.6337003688497266,-0.7593343506212138,-0.7153903140855227,-0.6538116366138422,0.5083057227162316,0.4880282756958435,-0.5890360966508899,0.5703082388429804,1.0,0.2949377688780149,0.7418873095272118,0.7316728463887912,-0.0993565472856637,0.558907642201405,0.7969188461505256,0.4411570340710943,0.533157135557171,0.0024469094163777627,0.5848914289043655,-0.21402338018557102,-0.43696768127827124
1PE,-0.4137813696915223,-0.49425406405873,-0.5610934821874388,-0.5396934748711654,-0.07294523189120058,0.38290414925522065,0.41822775229396,-0.16502212189577972,-0.27851565268997014,-0.25670052210344285,0.6480900174314616,0.7874104867809051,-0.08226137861675525,-0.37526479355455133,0.2949377688780149,1.0,-0.00578844049666969,-0.2372572928004503,0.5729901506995894,0.5926044870930915,0.05544914246932081,0.4634674070234225,0.10946078761343705,0.09693865302817957,0.28169935494198467,-0.2836462004986233,0.22776519764456454
JHN,0.6624528309249379,0.31747145752359834,0.30799203562076105,-0.3401717993517974,-0.8001294120224606,-0.5539502321563782,0.5550991943167731,-0.7262602020361564,-0.7028885956910634,-0.718070753282337,0.3676965295751629,0.23105416946992097,-0.6425689714480189,0.7187874437274662,0.7418873095272118,-0.00578844049666969,1.0,0.7893865659783763,-0.2814666615423079,0.4171378337781524,0.9101061712454231,0.13531624432277053,0.6765348278573252,-0.04984765053075424,0.7233381215661602,0.1485038630115466,-0.7905474774853728
LUK,0.7897803126869638,0.5244515509515583,0.6042335841253889,-0.05605874789775539,-0.8246210286064488,-0.7924266438518358,0.3899961053647079,-0.6820922803745411,-0.6229466718027853,-0.4512409981347004,0.12927521977765752,0.03924880130772718,-0.6576032942965856,0.8753803242470035,0.7316728463887912,-0.2372572928004503,0.7893865659783763,1.0,-0.550030135216356,0.1377871850256709,0.8189789621350749,0.21786621880662085,0.6171784280092304,-0.19225090592046784,0.41229444152381306,0.10953944331629159,-0.6571608701280497
HEB,-0.5674645705243035,-0.6081926063039658,-0.6564172318735053,-0.25722786312575424,0.3587338380932088,0.6656263633887444,-0.09394343280931101,0.15079942162916307,0.21560693895922878,-0.20386173366491245,0.23753898447279043,0.31141058947185324,0.3823986528537841,-0.6328696416003508,-0.0993565472856637,0.5729901506995894,-0.2814666615423079,-0.550030135216356,1.0,0.4020000296071635,-0.285862566430609,-0.09689767602444624,-0.3446620271910933,0.3120094336741293,0.08413290578992108,-0.3052173558578436,0.3288095464724715
REV,-0.1179567779790549,-0.4942725229092978,-0.48079079608201025,-0.697611375154424,-0.40929078223737114,0.09632194309791112,0.5823146460918823,-0.4669802888694867,-0.41808704664195123,-0.6547724024090373,0.7210993347260322,0.735329692272403,-0.2331697951698567,-0.01732683676840094,0.558907642201405,0.5926044870930915,0.4171378337781524,0.1377871850256709,0.4020000296071635,1.0,0.43192646548404234,0.32343408431512244,0.14281073378773676,0.2231034021176423,0.7126208387083952,-0.3275298077999963,-0.24193215277901053
MAT,0.6423423874621104,0.2953037402305061,0.3270908452853913,-0.35957798004407604,-0.8470562341432263,-0.6029402353019377,0.5589594637181348,-0.7455570728347324,-0.778030513753653,-0.7065711280841754,0.4026647433120762,0.2669832646652137,-0.6938508756706474,0.7334595865839332,0.7969188461505256,0.05544914246932081,0.9101061712454231,0.8189789621350749,-0.285862566430609,0.43192646548404234,1.0,0.23199344835865246,0.677097550134378,-0.08986043441916253,0.707406593929618,0.1307153048485679,-0.7284530966421283
JUD,-0.046597452324920595,0.059110462829258054,-0.06550025091640509,-0.5409783644557776,-0.43094586743310187,-0.30180808137342785,0.4666648416966718,-0.5253865635196525,-0.440573373593938,-0.11458573523229557,0.5565769207240585,0.556950079673469,-0.5580168979614545,-0.03221957548414805,0.4411570340710943,0.4634674070234225,0.13531624432277053,0.21786621880662085,-0.09689767602444624,0.32343408431512244,0.23199344835865246,1.0,0.37552501906663815,0.26691898541853887,0.2839754091163738,0.08533277816355506,0.054564164368575065
JAS,0.6121129210202896,0.5365409647832887,0.33028863582817575,-0.3713714951523519,-0.6690064334259983,-0.4372832488468944,0.5750114203198375,-0.6256467128666913,-0.6446631697290507,-0.5028637242606975,0.4772338554999114,0.31460893042109617,-0.7160055337418905,0.5299131696351299,0.533157135557171,0.10946078761343705,0.6765348278573252,0.6171784280092304,-0.3446620271910933,0.14281073378773676,0.677097550134378,0.37552501906663815,1.0,0.025038254271368434,0.5037044204820591,0.4605004937748245,-0.6435868025784369
2JN,-0.31293803990731256,-0.18958841398465903,-0.5020084617788598,-0.5490235691945935,0.14889265093053775,0.02463779604299828,0.27689587016473954,-0.29302515947524027,-0.027219229450837424,-0.3144873660486658,0.3092003218375182,0.1625444997553447,-0.18917211425165628,-0.4031324969459928,0.0024469094163777627,0.09693865302817957,-0.04984765053075424,-0.19225090592046784,0.3120094336741293,0.2231034021176423,-0.08986043441916253,0.26691898541853887,0.025038254271368434,1.0,0.278547165650462,0.2350418106666079,-0.006310826273475057
1JN,0.2313066587962928,-0.07271910463028147,-0.1478995253329361,-0.7031976222776563,-0.6412464735504814,-0.19814891672244342,0.6101991955514326,-0.6226521436297001,-0.6279488716903457,-0.80521649775095,0.6791779074235413,0.4716872636564452,-0.5206738358524138,0.2632275899938443,0.5848914289043655,0.28169935494198467,0.7233381215661602,0.41229444152381306,0.08413290578992108,0.7126208387083952,0.707406593929618,0.2839754091163738,0.5037044204820591,0.278547165650462,1.0,0.16277975573531417,-0.609849744488463
3JN,0.28835959777879866,0.5039138677750025,0.26341462937573346,-0.17890996155595126,-0.06775448839904669,-0.1793065778167248,-0.04363431915657771,-0.17482681974848568,-0.24325682656041958,-0.07477239201912396,-0.01536709806425894,-0.29031635323617705,-0.4818115091198496,0.0911076101140323,-0.21402338018557102,-0.2836462004986233,0.1485038630115466,0.10953944331629159,-0.3052173558578436,-0.3275298077999963,0.1307153048485679,0.08533277816355506,0.4605004937748245,0.2350418106666079,0.16277975573531417,1.0,-0.4191360614377207
2PE,-0.7192830696389456,-0.4358168752853546,-0.3437126882827284,0.23936654122703613,0.610098717313669,0.3908484129266227,-0.38133298593707854,0.5687332198470846,0.5431654343537443,0.6236527859618246,-0.22629967610183532,-0.047410975752860275,0.5938206433479756,-0.6503900555796538,-0.43696768127827124,0.22776519764456454,-0.7905474774853728,-0.6571608701280497,0.3288095464724715,-0.24193215277901053,-0.7284530966421283,0.054564164368575065,-0.6435868025784369,-0.006310826273475057,-0.609849744488463,-0.4191360614377207,1.0
